"","t","h_ft","v_ft_s","cp_ug_l","t_f","trb_fnu","do_mg_l"
"14722",2023-10-27 07:30:00,4.64,0.07,7.66,61.9,21.21,7.6
"14723",2023-10-27 07:45:00,4.52,0.07,7.78,61.8,20.18,7.6
"14724",2023-10-27 08:00:00,4.39,0.07,7.77,61.8,21.2,7.6
"14725",2023-10-27 08:15:00,4.27,0.08,7.27,61.8,20.09,7.6
"14726",2023-10-27 08:30:00,4.14,0.08,7.29,61.8,20.97,7.6
"14727",2023-10-27 08:45:00,4.01,0.07,6.68,61.9,20.55,7.6
"14728",2023-10-27 09:00:00,3.88,0.09,7.51,61.9,20.2,7.6
"14729",2023-10-27 09:15:00,3.75,0.09,6.78,61.9,20.27,7.7
"14730",2023-10-27 09:30:00,3.61,0.08,7.19,62,20.39,7.7
"14731",2023-10-27 09:45:00,3.47,0.08,7.18,62,20.53,7.7
"14732",2023-10-27 10:00:00,3.34,0.1,6.66,62.1,20.83,7.8
"14733",2023-10-27 10:15:00,3.21,0.1,7.22,62.2,19.5,7.8
"14734",2023-10-27 10:30:00,3.07,0.08,6.58,62.3,20.11,7.8
"14735",2023-10-27 10:45:00,2.94,0.09,6.59,62.4,19.88,7.8
"14736",2023-10-27 11:00:00,2.81,0.08,6.12,62.4,20.94,7.8
"14737",2023-10-27 11:15:00,2.71,0.09,6.4,62.5,20.74,7.8
"14738",2023-10-27 11:30:00,2.67,0.06,6.16,62.7,20.73,7.9
"14739",2023-10-27 11:45:00,2.77,0.05,6.18,62.7,21.67,7.9
"14740",2023-10-27 12:00:00,3.08,0.04,6.45,62.9,29.64,7.8
"14741",2023-10-27 12:15:00,3.34,0.02,6.26,62.7,22.89,7.6
"14742",2023-10-27 12:30:00,3.55,0.03,4.75,62.7,22.08,7.4
"14743",2023-10-27 12:45:00,3.73,0,4.87,62.7,20.9,7.4
"14744",2023-10-27 13:00:00,3.89,0.03,4.43,62.8,20.44,7.3
"14745",2023-10-27 13:15:00,4.03,0,4.81,62.8,19.44,7.2
"14746",2023-10-27 13:30:00,4.19,0,5.5,62.8,20.97,7.3
"14747",2023-10-27 13:45:00,4.36,0,4.69,62.8,21.18,7.1
"14748",2023-10-27 14:00:00,4.53,-0.01,5.13,62.8,20.26,7.3
"14749",2023-10-27 14:15:00,4.7,-0.02,4.41,62.8,19.81,7.2
"14750",2023-10-27 14:30:00,4.85,-0.02,6.42,62.6,23.1,7.5
"14751",2023-10-27 14:45:00,5,-0.07,6.74,62.6,25.67,7.6
"14752",2023-10-27 15:00:00,5.16,-0.11,6.35,62.7,23.76,7.6
"14753",2023-10-27 15:15:00,5.33,-0.15,7.18,62.4,27.5,7.5
"14754",2023-10-27 15:30:00,5.49,-0.2,7.02,62.4,25.47,7.5
"14755",2023-10-27 15:45:00,5.63,-0.19,7.17,62.4,26.24,7.5
"14756",2023-10-27 16:00:00,5.77,-0.19,7.48,62.5,23.7,7.6
"14757",2023-10-27 16:15:00,5.9,-0.21,8.07,63,26.15,7.8
"14758",2023-10-27 16:30:00,6.02,-0.2,8.72,64.1,21.18,8.4
"14759",2023-10-27 16:45:00,6.13,-0.21,9.12,64.4,21.22,8.4
"14760",2023-10-27 17:00:00,6.2,-0.27,9.46,64.2,22.46,8.4
"14761",2023-10-27 17:15:00,6.25,-0.33,10.77,63.6,25.76,8.1
"14762",2023-10-27 17:30:00,6.26,-0.33,10.74,63.2,24.74,7.7
"14763",2023-10-27 17:45:00,6.22,-0.3,10.46,63.2,25.64,7.7
"14764",2023-10-27 18:00:00,6.1,-0.27,10.38,63.2,25.81,7.6
"14765",2023-10-27 18:15:00,5.92,-0.22,10.32,63.2,27.84,7.5
"14766",2023-10-27 18:30:00,5.73,-0.15,11.21,63.1,24.36,7.4
"14767",2023-10-27 18:45:00,5.57,-0.09,10.93,63,25.68,7.4
"14768",2023-10-27 19:00:00,5.42,-0.02,9.6,63,24.21,7.4
"14769",2023-10-27 19:15:00,5.29,0.03,9.99,63,24.07,7.2
"14770",2023-10-27 19:30:00,5.17,0.07,10.03,63,23.34,7.3
"14771",2023-10-27 19:45:00,5.03,0.08,9.06,62.9,22.46,7.4
"14772",2023-10-27 20:00:00,4.91,0.09,9.22,62.9,23.21,7.3
"14773",2023-10-27 20:15:00,4.78,0.09,10.55,62.9,22.91,7.4
"14774",2023-10-27 20:30:00,4.66,0.08,10.47,62.8,23.02,7.4
"14775",2023-10-27 20:45:00,4.54,0.07,10.86,62.8,21.26,7.5
"14776",2023-10-27 21:00:00,4.43,0.08,10.12,62.9,22.07,7.5
"14777",2023-10-27 21:15:00,4.3,0.09,10.59,62.8,22.24,7.6
"14778",2023-10-27 21:30:00,4.17,0.09,9.74,62.9,22.17,7.5
"14779",2023-10-27 21:45:00,4.05,0.09,8.74,62.8,21.04,7.5
"14780",2023-10-27 22:00:00,3.92,0.09,10.33,62.8,23.77,7.6
"14781",2023-10-27 22:15:00,3.78,0.1,10.38,62.8,22.75,7.7
"14782",2023-10-27 22:30:00,3.65,0.1,10.3,62.7,22.71,7.7
"14783",2023-10-27 22:45:00,3.51,0.1,10.58,62.7,24.44,7.7
"14784",2023-10-27 23:00:00,3.35,0.11,9.15,62.7,24.08,7.7
"14785",2023-10-27 23:15:00,3.2,0.1,9.98,62.6,22.84,7.7
"14786",2023-10-27 23:30:00,3.05,0.11,9.99,62.6,23.79,7.8
"14787",2023-10-27 23:45:00,2.9,0.11,10.29,62.6,25.05,7.8
"14788",2023-10-28,2.76,0.11,9.33,62.5,22.76,7.7
"14789",2023-10-28 00:15:00,2.64,0.11,9.84,62.5,23.29,7.8
"14790",2023-10-28 00:30:00,2.55,0.1,9.42,62.5,24.12,7.8
"14791",2023-10-28 00:45:00,2.55,0.06,9.21,62.4,24.46,7.8
"14792",2023-10-28 01:00:00,2.75,0.05,8.79,62.3,24.15,7.7
"14793",2023-10-28 01:15:00,3.08,0.06,8.55,62.3,22.82,7.6
"14794",2023-10-28 01:30:00,3.3,0.08,9.43,62.3,23.32,7.7
"14795",2023-10-28 01:45:00,3.48,0.05,8.24,62.3,22.59,7.8
"14796",2023-10-28 02:00:00,3.64,0.03,7.77,62.3,23.64,7.5
"14797",2023-10-28 02:15:00,3.79,0,8.66,62.2,24.16,7.6
"14798",2023-10-28 02:30:00,3.95,0.03,8.32,62.1,23.15,7.6
"14799",2023-10-28 02:45:00,4.1,0.03,8.6,62.1,22.56,7.7
"14800",2023-10-28 03:00:00,4.25,0.02,8.06,62.1,22.65,7.7
"14801",2023-10-28 03:15:00,4.4,0.02,7.65,62.1,22.53,7.7
"14802",2023-10-28 03:30:00,4.55,0.02,7.39,62,21.81,7.6
"14803",2023-10-28 03:45:00,4.7,0.01,7.8,62,22.12,7.5
"14804",2023-10-28 04:00:00,4.83,-0.02,7.19,61.9,21.53,7.6
"14805",2023-10-28 04:15:00,4.97,-0.07,8.92,61.9,24.35,7.7
"14806",2023-10-28 04:30:00,5.11,-0.09,8.64,61.9,25.67,7.8
"14807",2023-10-28 04:45:00,5.24,-0.14,8.51,61.9,24.37,7.7
"14808",2023-10-28 05:00:00,5.37,-0.17,9.14,61.8,24.76,7.6
"14809",2023-10-28 05:15:00,5.47,-0.19,8.94,61.7,25.67,7.6
"14810",2023-10-28 05:30:00,5.56,-0.21,9.5,61.7,25.39,7.5
"14811",2023-10-28 05:45:00,5.64,-0.22,8.96,61.6,23.58,7.4
"14812",2023-10-28 06:00:00,5.69,-0.22,8.97,61.4,24.15,7.4
"14813",2023-10-28 06:15:00,5.7,-0.22,8.92,61.3,23.71,7.3
"14814",2023-10-28 06:30:00,5.64,-0.2,9.99,61.2,34.41,7.2
"14815",2023-10-28 06:45:00,5.51,-0.16,9.71,61,25.56,7.2
"14816",2023-10-28 07:00:00,5.32,-0.11,9.85,61,23.73,7.1
"14817",2023-10-28 07:15:00,5.14,-0.05,9.59,60.9,23.02,7
"14818",2023-10-28 07:30:00,4.99,0,8.53,60.9,21.68,7
"14819",2023-10-28 07:45:00,4.86,0.04,7.5,60.9,20.77,6.8
"14820",2023-10-28 08:00:00,4.72,0.04,8.14,60.8,20.71,7
"14821",2023-10-28 08:15:00,4.59,0.05,7.91,60.8,20.76,6.9
"14822",2023-10-28 08:30:00,4.47,0.05,8.45,60.8,21.1,7
"14823",2023-10-28 08:45:00,4.34,0.06,8.24,60.8,22.41,7
"14824",2023-10-28 09:00:00,4.22,0.06,8.89,60.7,21.58,7.1
"14825",2023-10-28 09:15:00,4.09,0.05,10.44,60.7,21.39,7.4
"14826",2023-10-28 09:30:00,3.96,0.06,10.07,60.8,21.18,7.4
"14827",2023-10-28 09:45:00,3.83,0.06,9.7,60.8,23.31,7.5
"14828",2023-10-28 10:00:00,3.69,0.06,9.66,60.9,23.06,7.6
"14829",2023-10-28 10:15:00,3.56,0.07,9.71,61,21.35,7.6
"14830",2023-10-28 10:30:00,3.42,0.08,9.83,61,21.41,7.7
"14831",2023-10-28 10:45:00,3.28,0.07,9.9,61.1,22.6,7.8
"14832",2023-10-28 11:00:00,3.16,0.08,9.78,61.1,21.18,7.8
"14833",2023-10-28 11:15:00,3.02,0.09,9.57,61.2,22.48,7.9
"14834",2023-10-28 11:30:00,2.9,0.08,9.8,61.3,23.76,7.9
"14835",2023-10-28 11:45:00,2.79,0.09,9.43,61.4,21.72,8
"14836",2023-10-28 12:00:00,2.72,0.08,9.31,61.5,22.78,8
"14837",2023-10-28 12:15:00,2.75,0.08,9.12,61.6,23.28,8.1
"14838",2023-10-28 12:30:00,2.99,0.05,9.48,61.6,23.15,8.1
"14839",2023-10-28 12:45:00,3.26,0.06,9.72,61.7,23.65,8.2
"14840",2023-10-28 13:00:00,3.47,0.06,9.26,61.8,22.98,8.2
"14841",2023-10-28 13:15:00,3.66,0.04,9.67,61.8,23.13,8.2
"14842",2023-10-28 13:30:00,3.83,0.06,9.64,61.9,23.13,8.3
"14843",2023-10-28 13:45:00,3.97,0.04,9.88,61.9,22.66,8.3
"14844",2023-10-28 14:00:00,4.13,0.02,9.83,62,23.3,8.3
"14845",2023-10-28 14:15:00,4.29,0.02,9.96,62,23,8.3
"14846",2023-10-28 14:30:00,4.46,0.03,9.85,62,23.17,8.2
"14847",2023-10-28 14:45:00,4.63,0.01,9.03,61.9,24.76,8.1
"14848",2023-10-28 15:00:00,4.78,-0.05,9.9,61.9,25.1,8.2
"14849",2023-10-28 15:15:00,4.94,-0.08,9.99,61.8,25.34,8
"14850",2023-10-28 15:30:00,5.1,-0.16,10.45,61.8,26.95,7.9
"14851",2023-10-28 15:45:00,5.26,-0.18,9.78,61.8,25.56,8
"14852",2023-10-28 16:00:00,5.43,-0.23,10.91,61.8,28.17,8
"14853",2023-10-28 16:15:00,5.58,-0.25,10.98,61.7,33.83,8
"14854",2023-10-28 16:30:00,5.72,-0.27,11.37,61.6,28.04,7.9
"14855",2023-10-28 16:45:00,5.87,-0.31,10.83,61.5,28.69,7.9
"14856",2023-10-28 17:00:00,5.99,-0.33,10.82,61.5,25.66,8
"14857",2023-10-28 17:15:00,6.09,-0.35,10.9,61.3,26.8,8
"14858",2023-10-28 17:30:00,6.18,-0.36,10.8,61.2,29.18,7.9
"14859",2023-10-28 17:45:00,6.23,-0.39,11.23,61.2,28.08,7.9
"14860",2023-10-28 18:00:00,6.25,-0.38,10.75,61.1,27.84,7.9
"14861",2023-10-28 18:15:00,6.21,-0.35,10.35,61,29.25,8
"14862",2023-10-28 18:30:00,6.11,-0.29,10.83,60.9,27.15,7.9
"14863",2023-10-28 18:45:00,5.94,-0.24,10.36,60.8,26.87,7.9
"14864",2023-10-28 19:00:00,5.75,-0.18,10.13,60.8,26.04,7.9
"14865",2023-10-28 19:15:00,5.57,-0.12,10.59,60.7,25.21,7.9
"14866",2023-10-28 19:30:00,5.41,-0.07,10.45,60.7,26.41,7.9
"14867",2023-10-28 19:45:00,5.28,-0.02,10.71,60.6,23.98,7.7
"14868",2023-10-28 20:00:00,5.17,0.02,9.97,60.5,23.27,7.9
"14869",2023-10-28 20:15:00,5.03,0.06,11.2,60.4,24.61,7.9
"14870",2023-10-28 20:30:00,4.9,0.08,10.99,60.3,23.75,7.9
"14871",2023-10-28 20:45:00,4.78,0.09,10.28,60.2,24.01,8
"14872",2023-10-28 21:00:00,4.65,0.09,25.66,60.2,22.78,8
"14873",2023-10-28 21:15:00,4.51,0.09,10.58,60.2,22.78,8
"14874",2023-10-28 21:30:00,4.38,0.09,10.47,60.2,23.06,7.9
"14875",2023-10-28 21:45:00,4.26,0.08,10.45,60.1,24.09,8
"14876",2023-10-28 22:00:00,4.13,0.08,10.27,60,25.07,8
"14877",2023-10-28 22:15:00,3.98,0.09,10.27,60,24.92,8
"14878",2023-10-28 22:30:00,3.84,0.08,10.24,60,25.35,8
"14879",2023-10-28 22:45:00,3.7,0.09,10.58,59.9,24.55,8
"14880",2023-10-28 23:00:00,3.56,0.08,10.57,59.8,25.61,8
"14881",2023-10-28 23:15:00,3.42,0.1,10.52,59.8,24.76,8.1
"14882",2023-10-28 23:30:00,3.26,0.1,9.94,59.7,25.41,8.1
"14883",2023-10-28 23:45:00,3.1,0.09,10.14,59.6,24.32,8.1
"14884",2023-10-29,2.97,0.08,10.01,59.5,24.52,8.2
"14885",2023-10-29 00:15:00,2.81,0.1,10.2,59.5,24.59,8.2
"14886",2023-10-29 00:30:00,2.64,0.08,10.41,59.4,23.89,8.2
"14887",2023-10-29 00:45:00,2.49,0.1,10.27,59.4,23.88,8.2
"14888",2023-10-29 01:00:00,2.34,0.09,10.19,59.3,24.84,8.2
"14889",2023-10-29 01:15:00,2.22,0.1,9.97,59.3,24.34,8.2
"14890",2023-10-29 01:30:00,2.15,0.1,10.03,59.2,24.73,8.2
"14891",2023-10-29 01:45:00,2.26,0.07,9.99,59.2,24.58,8.2
"14892",2023-10-29 02:00:00,2.63,0.04,10.11,59.1,24.02,8.2
"14893",2023-10-29 02:15:00,2.91,0.06,9.86,59,24.19,8.2
"14894",2023-10-29 02:30:00,3.09,0.04,10.14,59,22.81,8.2
"14895",2023-10-29 02:45:00,3.27,0.04,10.05,59,22.85,8.2
"14896",2023-10-29 03:00:00,3.43,0.04,9.62,59,23.79,8.2
"14897",2023-10-29 03:15:00,3.56,0.03,9.82,59,24.18,8.2
"14898",2023-10-29 03:30:00,3.71,0.02,9.97,58.9,24.85,8.2
"14899",2023-10-29 03:45:00,3.86,0.03,10.16,58.7,24.36,8.2
"14900",2023-10-29 04:00:00,3.99,0.04,9.91,58.6,22.43,8.2
"14901",2023-10-29 04:15:00,4.12,0.04,9.86,58.6,23.18,8.2
"14902",2023-10-29 04:30:00,4.26,0.04,9.95,58.5,23.45,8.2
"14903",2023-10-29 04:45:00,4.38,0.04,9.25,58.5,21.93,8.2
"14904",2023-10-29 05:00:00,4.49,0.02,9.27,58.5,22.59,8.2
"14905",2023-10-29 05:15:00,4.61,-0.01,9.15,58.4,23.19,8.2
"14906",2023-10-29 05:30:00,4.74,-0.04,9.09,58.4,21.58,8.2
"14907",2023-10-29 05:45:00,4.87,-0.09,9.88,58.2,21.81,8.2
"14908",2023-10-29 06:00:00,4.98,-0.1,9.15,58.4,24.27,8.2
"14909",2023-10-29 06:15:00,5.1,-0.15,8.97,58.4,25.12,8.2
"14910",2023-10-29 06:30:00,5.2,-0.14,9.83,58.4,25.7,8.1
"14911",2023-10-29 06:45:00,5.28,-0.15,9.61,58.2,28.19,8.1
"14912",2023-10-29 07:00:00,5.33,-0.17,9.43,58.2,25.75,8.1
"14913",2023-10-29 07:15:00,5.35,-0.17,9.03,58.1,24.68,8.1
"14914",2023-10-29 07:30:00,5.33,-0.16,9.08,58,23.88,8.1
"14915",2023-10-29 07:45:00,5.23,-0.14,9.52,57.9,25,8.1
"14916",2023-10-29 08:00:00,5.06,-0.11,9.66,57.8,23.93,8.1
"14917",2023-10-29 08:15:00,4.88,-0.06,9.57,57.7,24.12,8
"14918",2023-10-29 08:30:00,4.72,0,9.26,57.7,22.8,8
"14919",2023-10-29 08:45:00,4.58,0.03,9.14,57.6,24.38,8.1
"14920",2023-10-29 09:00:00,4.45,0.05,8.53,57.6,22.26,8.1
"14921",2023-10-29 09:15:00,4.34,0.04,9.3,57.5,23.98,8.2
"14922",2023-10-29 09:30:00,4.2,0.03,9.67,57.6,23.45,8.3
"14923",2023-10-29 09:45:00,4.08,0.03,9.54,57.6,23.15,8.4
"14924",2023-10-29 10:00:00,3.96,0.02,9.7,57.7,22.81,8.4
"14925",2023-10-29 10:15:00,3.85,0.04,9.29,57.8,22.63,8.4
"14926",2023-10-29 10:30:00,3.73,0.05,9.25,57.8,22.58,8.4
"14927",2023-10-29 10:45:00,3.61,0.05,8.85,57.9,22.59,8.4
"14928",2023-10-29 11:00:00,3.49,0.05,9.37,58,22.04,8.5
"14929",2023-10-29 11:15:00,3.37,0.07,9.24,58.1,22.06,8.5
"14930",2023-10-29 11:30:00,3.24,0.07,8.34,58.2,20.51,8.5
"14931",2023-10-29 11:45:00,3.12,0.06,8.45,58.4,21.87,8.5
"14932",2023-10-29 12:00:00,3.02,0.07,8.69,58.5,21.6,8.5
"14933",2023-10-29 12:15:00,2.93,0.07,8.32,58.6,21.12,8.6
"14934",2023-10-29 12:30:00,2.9,0.06,7.85,58.8,20.1,8.6
"14935",2023-10-29 12:45:00,2.96,0.03,6.87,58.8,21.58,8.4
"14936",2023-10-29 13:00:00,3.18,0,7.19,58.6,19.82,8.1
"14937",2023-10-29 13:15:00,3.44,0.01,7.6,58.7,19.48,8
"14938",2023-10-29 13:30:00,3.66,0,8.22,58.6,20.56,8.1
"14939",2023-10-29 13:45:00,3.85,-0.02,8.15,58.7,19.85,8.3
"14940",2023-10-29 14:00:00,4.02,0,8.09,58.7,21.2,8.2
"14941",2023-10-29 14:15:00,4.17,-0.02,8.23,58.8,25.76,8.2
"14942",2023-10-29 14:30:00,4.34,-0.04,8.95,58.6,23.54,8.3
"14943",2023-10-29 14:45:00,4.49,-0.06,8.72,58.7,23.27,8.3
"14944",2023-10-29 15:00:00,4.65,-0.1,9.69,58.6,22.69,8.3
"14945",2023-10-29 15:15:00,4.81,-0.15,9.85,58.6,27.49,8.4
"14946",2023-10-29 15:30:00,4.97,-0.21,9.52,58.7,24.2,8.4
"14947",2023-10-29 15:45:00,5.14,-0.2,9.91,58.6,26.41,8.4
"14948",2023-10-29 16:00:00,5.31,-0.13,9.72,58.8,27.62,8.5
"14949",2023-10-29 16:15:00,5.47,-0.22,9.63,59.1,27.03,8.6
"14950",2023-10-29 16:30:00,5.63,-0.27,10.61,59,37.12,8.6
"14951",2023-10-29 16:45:00,5.78,-0.28,10.23,59,29.27,8.7
"14952",2023-10-29 17:00:00,5.93,-0.31,9.06,59,27.41,8.7
"14953",2023-10-29 17:15:00,6.07,-0.34,10.85,59,27.69,8.8
"14954",2023-10-29 17:30:00,6.19,-0.36,11.23,59,29.89,8.8
"14955",2023-10-29 17:45:00,6.29,-0.37,9.76,59.1,29.69,8.8
"14956",2023-10-29 18:00:00,6.37,-0.37,9.87,59.1,28.84,8.7
"14957",2023-10-29 18:15:00,6.43,-0.38,9.79,59.2,29.02,8.6
"14958",2023-10-29 18:30:00,6.44,-0.39,9.57,59.2,29.7,8.6
"14959",2023-10-29 18:45:00,6.41,-0.39,10.23,59.2,31.01,8.5
"14960",2023-10-29 19:00:00,6.31,-0.36,9.71,59.2,29.93,8.4
"14961",2023-10-29 19:15:00,6.14,-0.31,9.17,59.2,29.22,8.4
"14962",2023-10-29 19:30:00,5.93,-0.24,9.71,59.2,34.21,8.4
"14963",2023-10-29 19:45:00,5.76,-0.19,9.6,59.1,28.86,8.4
"14964",2023-10-29 20:00:00,5.6,-0.13,9.12,59.1,28.93,8.4
"14965",2023-10-29 20:15:00,5.46,-0.09,9.32,59.1,33.75,8.3
"14966",2023-10-29 20:30:00,5.33,-0.05,8.89,59,25.7,8.3
"14967",2023-10-29 20:45:00,5.22,-0.01,7.29,59,24.37,8.2
"14968",2023-10-29 21:00:00,5.11,0.05,8.39,59,24.4,8.2
"14969",2023-10-29 21:15:00,4.98,0.05,8.27,59,23.74,8.2
"14970",2023-10-29 21:30:00,4.86,0.06,8.35,59,24.58,8.3
"14971",2023-10-29 21:45:00,4.73,0.07,7.62,58.9,24.38,8.2
"14972",2023-10-29 22:00:00,4.61,0.07,8.99,58.8,24.42,8.3
"14973",2023-10-29 22:15:00,4.48,0.09,8.62,58.8,24.37,8.2
"14974",2023-10-29 22:30:00,4.35,0.08,7.85,58.8,25.67,8.2
"14975",2023-10-29 22:45:00,4.22,0.08,8.88,58.7,23.43,8.2
"14976",2023-10-29 23:00:00,4.09,0.07,9.14,58.7,23.32,8.3
"14977",2023-10-29 23:15:00,3.96,0.07,8.68,58.7,25.09,8.1
"14978",2023-10-29 23:30:00,3.82,0.09,7.65,58.7,25.26,8.1
"14979",2023-10-29 23:45:00,3.68,0.09,8.06,58.7,24.05,8.2
"14980",2023-10-30,3.54,0.08,7.87,58.7,23.77,8.1
"14981",2023-10-30 00:15:00,3.39,0.09,8,58.6,24.16,8.2
"14982",2023-10-30 00:30:00,3.24,0.09,8.48,58.6,24.17,8.2
"14983",2023-10-30 00:45:00,3.08,0.09,7.98,58.6,24.55,8.2
"14984",2023-10-30 01:00:00,2.92,0.09,7.93,58.6,23.02,8.1
"14985",2023-10-30 01:15:00,2.76,0.1,7.36,58.5,24.43,8.2
"14986",2023-10-30 01:30:00,2.61,0.09,8.05,58.4,23.94,8.3
"14987",2023-10-30 01:45:00,2.46,0.1,12.75,58.4,23.82,8.3
"14988",2023-10-30 02:00:00,2.33,0.1,8.68,58.3,23.91,8.3
"14989",2023-10-30 02:15:00,2.22,0.09,8.05,58.3,23.93,8.3
"14990",2023-10-30 02:30:00,2.22,0.07,7.68,58.2,25.07,8.2
"14991",2023-10-30 02:45:00,2.46,0.05,8.35,58.2,26.29,8.2
"14992",2023-10-30 03:00:00,2.8,0.05,8.95,58.2,23.17,8.2
"14993",2023-10-30 03:15:00,3.04,0.05,8.12,58.2,24.46,8.3
"14994",2023-10-30 03:30:00,3.22,0.04,7.71,58.2,23.74,8.3
"14995",2023-10-30 03:45:00,3.39,0.03,6.85,58.1,23.88,8.1
"14996",2023-10-30 04:00:00,3.54,0.02,7.13,58.1,24.13,8.1
"14997",2023-10-30 04:15:00,3.69,0.02,8.01,58,23.15,8.2
"14998",2023-10-30 04:30:00,3.84,0.01,8.01,58,22.76,8.3
"14999",2023-10-30 04:45:00,3.98,0.02,8.43,58,22.27,8.2
"15000",2023-10-30 05:00:00,4.11,0.02,7.19,57.9,22.67,8.2
"15001",2023-10-30 05:15:00,4.25,0.02,6.22,57.9,21.51,8
"15002",2023-10-30 05:30:00,4.39,0,7.97,57.9,20.92,8
"15003",2023-10-30 05:45:00,4.52,0,7.65,57.8,22.19,8.2
"15004",2023-10-30 06:00:00,4.66,-0.04,7.87,57.7,21.81,8.1
"15005",2023-10-30 06:15:00,4.78,-0.06,8.38,57.7,23.65,8.2
"15006",2023-10-30 06:30:00,4.91,-0.09,8.97,57.8,26.15,8.2
"15007",2023-10-30 06:45:00,5.04,-0.12,8.54,57.7,27.1,8.2
"15008",2023-10-30 07:00:00,5.16,-0.15,8.35,57.7,27.7,8.2
"15009",2023-10-30 07:15:00,5.28,-0.16,7.97,57.6,27.1,8.1
"15010",2023-10-30 07:30:00,5.38,NA,NA,NA,NA,NA
"15011",2023-10-30 07:45:00,5.47,-0.21,7.45,57.5,26.86,8.1
"15012",2023-10-30 08:00:00,5.53,NA,NA,NA,NA,NA
"15013",2023-10-30 08:15:00,5.54,NA,NA,NA,NA,NA
"15014",2023-10-30 08:30:00,5.5,NA,NA,NA,NA,NA
"15015",2023-10-30 08:45:00,5.38,-0.17,8.33,57.3,26.32,8.1
"15016",2023-10-30 09:00:00,5.2,-0.12,8.07,57.3,26.1,8
"15017",2023-10-30 09:15:00,5.03,-0.07,7.95,57.3,24.04,8
"15018",2023-10-30 09:30:00,4.88,-0.02,7.42,57.3,22.51,8
"15019",2023-10-30 09:45:00,4.75,0.01,7.45,57.4,23,8
"15020",2023-10-30 10:00:00,4.62,0.02,5.91,57.5,21.95,7.9
"15021",2023-10-30 10:15:00,4.48,0.02,5.83,57.5,22.67,7.7
"15022",2023-10-30 10:30:00,4.36,0.02,6.15,57.5,22.24,7.7
"15023",2023-10-30 10:45:00,4.25,0.02,6.2,57.5,23,7.7
"15024",2023-10-30 11:00:00,4.13,0.02,6.29,57.5,27.02,7.7
"15025",2023-10-30 11:15:00,4.01,0,7.39,57.6,26.24,7.9
"15026",2023-10-30 11:30:00,3.9,0,6.81,57.6,25.32,7.8
"15027",2023-10-30 11:45:00,3.79,0.03,6.22,57.6,21.95,7.7
"15028",2023-10-30 12:00:00,3.67,0.04,6.61,57.7,24.21,7.7
"15029",2023-10-30 12:15:00,3.56,0.03,7.39,57.7,25.32,7.8
"15030",2023-10-30 12:30:00,3.46,0.03,6.57,57.7,23.37,7.8
"15031",2023-10-30 12:45:00,3.37,0.05,5.93,58,20.81,7.8
"15032",2023-10-30 13:00:00,3.31,0.04,5.59,57.9,24.78,7.8
"15033",2023-10-30 13:15:00,3.3,0.04,6,58,23.11,7.8
"15034",2023-10-30 13:30:00,3.38,0.03,6.73,58.3,22.87,8
"15035",2023-10-30 13:45:00,3.59,0,6.56,58.2,25.03,7.7
"15036",2023-10-30 14:00:00,3.84,0,6.5,58.1,25.48,7.7
"15037",2023-10-30 14:15:00,4.06,0,6.83,58.2,23.21,7.9
"15038",2023-10-30 14:30:00,4.26,0,7.07,58.1,24.55,7.9
"15039",2023-10-30 14:45:00,4.41,0,6.49,58,23.52,7.9
"15040",2023-10-30 15:00:00,4.58,-0.02,7.81,58,24.82,7.8
"15041",2023-10-30 15:15:00,4.73,-0.05,8.36,58,26.71,8
"15042",2023-10-30 15:30:00,4.89,-0.1,8.09,58.2,26.89,8.1
"15043",2023-10-30 15:45:00,5.05,-0.15,8.67,58.3,27.91,8.1
"15044",2023-10-30 16:00:00,5.22,-0.17,8.59,58,27.2,8
"15045",2023-10-30 16:15:00,5.39,-0.2,8.41,58,27.55,8
"15046",2023-10-30 16:30:00,5.55,-0.2,8.39,58.2,28.12,8
"15047",2023-10-30 16:45:00,5.7,-0.2,9.31,59.6,24.46,8.6
"15048",2023-10-30 17:00:00,5.85,-0.25,9.01,59.6,23.91,8.5
"15049",2023-10-30 17:15:00,6,-0.29,8.51,59.7,27.34,8.4
"15050",2023-10-30 17:30:00,6.13,-0.32,8.12,59.8,26.99,8.3
"15051",2023-10-30 17:45:00,6.26,-0.34,8.26,59.7,26.14,8.2
"15052",2023-10-30 18:00:00,6.35,-0.35,7.85,59.7,26.19,8.1
"15053",2023-10-30 18:15:00,6.44,-0.36,7.17,59.8,25.5,8
"15054",2023-10-30 18:30:00,6.51,-0.41,7.63,59.9,25.39,8
"15055",2023-10-30 18:45:00,6.55,-0.44,7.35,59.9,25.35,7.9
"15056",2023-10-30 19:00:00,6.57,-0.44,6.93,59.8,25.84,7.9
"15057",2023-10-30 19:15:00,6.54,-0.43,7.07,59.7,25.75,7.8
"15058",2023-10-30 19:30:00,6.45,-0.39,6.75,59.7,23.93,7.8
"15059",2023-10-30 19:45:00,6.31,-0.33,6.96,59.7,24.28,7.8
"15060",2023-10-30 20:00:00,6.14,-0.25,6.21,59.6,22.61,7.8
"15061",2023-10-30 20:15:00,5.96,-0.19,6.54,59.6,23.55,7.8
"15062",2023-10-30 20:30:00,5.81,-0.13,6.22,59.6,21.65,7.8
"15063",2023-10-30 20:45:00,5.67,-0.09,6.54,59.6,21.06,7.8
"15064",2023-10-30 21:00:00,5.54,-0.04,6.74,59.6,21.61,7.8
