"","t","h_ft","v_ft_s","cp_ug_l","t_f","trb_fnu","do_mg_l"
"25339",2024-02-14 21:45:00,13.46,NA,5.19,53.3,58.82,7.3
"25340",2024-02-14 22:00:00,13.45,NA,5.58,53.3,57.42,7.3
"25341",2024-02-14 22:15:00,13.45,NA,5.68,53.3,62.34,7.3
"25342",2024-02-14 22:30:00,13.44,NA,5.31,53.3,61.1,7.3
"25343",2024-02-14 22:45:00,13.44,NA,5.01,53.3,63.81,7.3
"25344",2024-02-14 23:00:00,13.44,NA,5.58,53.3,63.46,7.3
"25345",2024-02-14 23:15:00,13.44,NA,5.11,53.3,60.05,7.3
"25346",2024-02-14 23:30:00,13.43,NA,5.02,53.3,58.93,7.4
"25347",2024-02-14 23:45:00,13.42,NA,5.46,53.2,60.77,7.4
"25348",2024-02-15,13.43,NA,5.54,53.2,60.77,7.4
"25349",2024-02-15 00:15:00,13.43,NA,5.37,53.2,61.55,7.4
"25350",2024-02-15 00:30:00,13.43,NA,5.21,53.2,58.36,7.4
"25351",2024-02-15 00:45:00,13.43,NA,5.63,53.2,58.62,7.4
"25352",2024-02-15 01:00:00,13.42,NA,5.21,53.2,61.37,7.4
"25353",2024-02-15 01:15:00,13.41,NA,5.9,53.1,60.41,7.4
"25354",2024-02-15 01:30:00,13.41,NA,5.44,53.1,59.81,7.4
"25355",2024-02-15 01:45:00,13.41,NA,4.99,53.1,59.71,7.4
"25356",2024-02-15 02:00:00,13.41,NA,5.44,53.1,60.86,7.4
"25357",2024-02-15 02:15:00,13.41,NA,4.81,53,58.78,7.4
"25358",2024-02-15 02:30:00,13.41,NA,5.82,53,57.84,7.4
"25359",2024-02-15 02:45:00,13.4,NA,4.88,53,59.99,7.4
"25360",2024-02-15 03:00:00,13.39,NA,5.16,53,57.66,7.4
"25361",2024-02-15 03:15:00,13.39,NA,5.04,52.9,59.5,7.4
"25362",2024-02-15 03:30:00,13.4,NA,5.36,52.9,58.65,7.4
"25363",2024-02-15 03:45:00,13.39,NA,5.21,52.9,57.71,7.4
"25364",2024-02-15 04:00:00,13.39,NA,4.93,52.9,57.51,7.4
"25365",2024-02-15 04:15:00,13.39,NA,5.32,52.9,57.21,7.4
"25366",2024-02-15 04:30:00,13.39,NA,4.88,52.8,54.1,7.4
"25367",2024-02-15 04:45:00,13.39,NA,5.51,52.8,56.36,7.4
"25368",2024-02-15 05:00:00,13.39,NA,4.92,52.8,57.4,7.4
"25369",2024-02-15 05:15:00,13.38,NA,5.65,52.8,56.63,7.4
"25370",2024-02-15 05:30:00,13.38,NA,5.03,52.8,57.32,7.4
"25371",2024-02-15 05:45:00,13.38,NA,5.84,52.7,58.82,7.4
"25372",2024-02-15 06:00:00,13.38,NA,5.14,52.7,55.49,7.4
"25373",2024-02-15 06:15:00,13.38,NA,5.1,52.7,56.9,7.4
"25374",2024-02-15 06:30:00,13.38,NA,5.3,52.7,59.31,7.4
"25375",2024-02-15 06:45:00,13.38,NA,4.93,52.6,59.06,7.4
"25376",2024-02-15 07:00:00,13.38,NA,4.94,52.6,56.74,7.4
"25377",2024-02-15 07:15:00,13.38,NA,5.25,52.6,58.72,7.4
"25378",2024-02-15 07:30:00,13.38,NA,5.32,52.6,55.37,7.4
"25379",2024-02-15 07:45:00,13.38,NA,5.8,52.5,58.14,7.4
"25380",2024-02-15 08:00:00,13.37,NA,5.05,52.5,54.84,7.4
"25381",2024-02-15 08:15:00,13.37,NA,5.12,52.5,58.18,7.4
"25382",2024-02-15 08:30:00,13.37,NA,5.29,52.5,58.26,7.4
"25383",2024-02-15 08:45:00,13.36,NA,5.68,52.5,58.38,7.4
"25384",2024-02-15 09:00:00,13.36,NA,4.74,52.5,54.48,7.4
"25385",2024-02-15 09:15:00,13.37,NA,4.9,52.5,60.2,7.4
"25386",2024-02-15 09:30:00,13.37,NA,5.06,52.5,56.02,7.4
"25387",2024-02-15 09:45:00,13.36,NA,6.05,52.5,58.93,7.4
"25388",2024-02-15 10:00:00,13.37,NA,5.09,52.5,54.74,7.4
"25389",2024-02-15 10:15:00,13.36,NA,5.15,52.6,58.47,7.4
"25390",2024-02-15 10:30:00,13.36,NA,5.07,52.6,57.11,7.4
"25391",2024-02-15 10:45:00,13.36,NA,4.84,52.6,57.14,7.4
"25392",2024-02-15 11:00:00,13.35,NA,4.98,52.7,57.03,7.4
"25393",2024-02-15 11:15:00,13.36,NA,5.19,52.8,52.79,7.4
"25394",2024-02-15 11:30:00,13.35,NA,4.74,52.8,57.64,7.4
"25395",2024-02-15 11:45:00,13.35,NA,5.01,52.9,54.95,7.4
"25396",2024-02-15 12:00:00,13.36,NA,4.91,53,57.71,7.4
"25397",2024-02-15 12:15:00,13.35,NA,5.27,53,54.03,7.4
"25398",2024-02-15 12:30:00,13.35,NA,5.52,53.1,57.67,7.4
"25399",2024-02-15 12:45:00,13.35,NA,5.05,53.1,55.54,7.4
"25400",2024-02-15 13:00:00,13.34,NA,5.5,53.2,57.9,7.4
"25401",2024-02-15 13:15:00,13.34,NA,5.3,53.3,55.95,7.4
"25402",2024-02-15 13:30:00,13.34,NA,6.02,53.4,57.18,7.4
"25403",2024-02-15 13:45:00,13.34,NA,5.59,53.4,54.84,7.4
"25404",2024-02-15 14:00:00,13.34,NA,5.86,53.5,55.99,7.4
"25405",2024-02-15 14:15:00,13.33,NA,5.33,53.5,53.8,7.4
"25406",2024-02-15 14:30:00,13.33,NA,5.9,53.6,54.14,7.4
"25407",2024-02-15 14:45:00,13.33,NA,5.51,53.6,57.55,7.4
"25408",2024-02-15 15:00:00,13.33,NA,5.24,53.7,53.13,7.4
"25409",2024-02-15 15:15:00,13.33,NA,5.3,53.8,53.37,7.4
"25410",2024-02-15 15:30:00,13.32,NA,5.94,53.8,61.7,7.4
"25411",2024-02-15 15:45:00,13.32,NA,5.47,53.9,53.51,7.4
"25412",2024-02-15 16:00:00,13.32,NA,5.78,54,55.61,7.4
"25413",2024-02-15 16:15:00,13.32,NA,5.77,54,58.61,7.4
"25414",2024-02-15 16:30:00,13.32,NA,5.45,54,53.11,7.4
"25415",2024-02-15 16:45:00,13.32,NA,5.37,54.1,53.17,7.4
"25416",2024-02-15 17:00:00,13.31,NA,5.66,54.2,52.48,7.4
"25417",2024-02-15 17:15:00,13.31,NA,5.61,54.2,56.54,7.4
"25418",2024-02-15 17:30:00,13.31,NA,5.91,54.3,52.35,7.4
"25419",2024-02-15 17:45:00,13.31,NA,5.56,54.3,54.42,7.4
"25420",2024-02-15 18:00:00,13.31,NA,5.49,54.3,50.91,7.4
"25421",2024-02-15 18:15:00,13.31,NA,6.53,54.4,53.45,7.4
"25422",2024-02-15 18:30:00,13.31,NA,6.69,54.4,54.52,7.4
"25423",2024-02-15 18:45:00,13.3,NA,5.7,54.4,54.13,7.4
"25424",2024-02-15 19:00:00,13.31,NA,6.19,54.5,55.49,7.4
"25425",2024-02-15 19:15:00,13.31,NA,6.05,54.5,53.08,7.4
"25426",2024-02-15 19:30:00,13.3,NA,6.09,54.5,53.78,7.3
"25427",2024-02-15 19:45:00,13.3,NA,5.87,54.6,53.83,7.3
"25428",2024-02-15 20:00:00,13.3,NA,6.07,54.6,51.69,7.3
"25429",2024-02-15 20:15:00,13.3,NA,8.28,54.6,53.66,7.3
"25430",2024-02-15 20:30:00,13.3,NA,5.47,54.6,51.05,7.3
"25431",2024-02-15 20:45:00,13.3,NA,5.76,54.6,51.76,7.3
"25432",2024-02-15 21:00:00,13.3,NA,6.13,54.6,51.61,7.3
"25433",2024-02-15 21:15:00,13.29,NA,5.65,54.6,52.67,7.3
"25434",2024-02-15 21:30:00,13.29,NA,6.22,54.6,57.34,7.3
"25435",2024-02-15 21:45:00,13.29,NA,5.73,54.6,52.17,7.3
"25436",2024-02-15 22:00:00,13.29,NA,6.12,54.6,62.06,7.3
"25437",2024-02-15 22:15:00,13.28,NA,5.22,54.6,49.95,7.3
"25438",2024-02-15 22:30:00,13.29,NA,5.68,54.6,50.66,7.3
"25439",2024-02-15 22:45:00,13.28,NA,5.61,54.6,55.3,7.3
"25440",2024-02-15 23:00:00,13.28,NA,5.82,54.6,53.2,7.3
"25441",2024-02-15 23:15:00,13.27,NA,5.39,54.5,51.18,7.3
"25442",2024-02-15 23:30:00,13.28,NA,5.45,54.5,50.81,7.2
"25443",2024-02-15 23:45:00,13.27,NA,5.47,54.5,52.72,7.2
"25444",2024-02-16,13.28,NA,5.57,54.5,50.42,7.2
"25445",2024-02-16 00:15:00,13.27,NA,5.76,54.5,52.36,7.2
"25446",2024-02-16 00:30:00,13.27,NA,6.06,54.5,53.76,7.2
"25447",2024-02-16 00:45:00,13.27,NA,5.29,54.4,49.42,7.2
"25448",2024-02-16 01:00:00,13.27,NA,6.1,54.4,51.32,7.2
"25449",2024-02-16 01:15:00,13.27,NA,5.45,54.4,51.3,7.2
"25450",2024-02-16 01:30:00,13.26,NA,5.6,54.4,52.24,7.2
"25451",2024-02-16 01:45:00,13.26,NA,5.84,54.4,54.52,7.2
"25452",2024-02-16 02:00:00,13.26,NA,5.31,54.4,53.95,7.2
"25453",2024-02-16 02:15:00,13.26,NA,5.29,54.4,50.7,7.2
"25454",2024-02-16 02:30:00,13.26,NA,5.59,54.4,53.27,7.2
"25455",2024-02-16 02:45:00,13.26,NA,6.36,54.3,46.43,7.2
"25456",2024-02-16 03:00:00,13.25,NA,5.73,54.3,50.58,7.2
"25457",2024-02-16 03:15:00,13.25,NA,5.68,54.3,50.53,7.1
"25458",2024-02-16 03:30:00,13.25,NA,4.98,54.3,50.84,7.1
"25459",2024-02-16 03:45:00,13.24,NA,5.24,54.3,52.08,7.1
"25460",2024-02-16 04:00:00,13.24,NA,5.45,54.2,51.44,7.1
"25461",2024-02-16 04:15:00,13.24,NA,5.31,54.2,47.78,7.1
"25462",2024-02-16 04:30:00,13.24,NA,5.7,54.2,51.77,7.1
"25463",2024-02-16 04:45:00,13.24,NA,5.73,54.2,52.03,7.1
"25464",2024-02-16 05:00:00,13.24,NA,6.29,54.2,48.6,7.1
"25465",2024-02-16 05:15:00,13.24,NA,5.48,54.2,49.39,7.1
"25466",2024-02-16 05:30:00,13.24,NA,5.31,54.2,51.57,7.1
"25467",2024-02-16 05:45:00,13.23,NA,5.36,54.1,48.14,7
"25468",2024-02-16 06:00:00,13.23,NA,5.23,54.1,50.94,7
"25469",2024-02-16 06:15:00,13.23,NA,5.32,54.1,51.2,7
"25470",2024-02-16 06:30:00,13.23,NA,5.79,54.1,52.23,7
"25471",2024-02-16 06:45:00,13.23,NA,6.25,54,47.64,7
"25472",2024-02-16 07:00:00,13.23,NA,5.84,54,51.7,7
"25473",2024-02-16 07:15:00,13.22,NA,5.79,54,49.46,7
"25474",2024-02-16 07:30:00,13.22,NA,5.24,54,48.49,7
"25475",2024-02-16 07:45:00,13.22,NA,5.43,53.9,50.06,7
"25476",2024-02-16 08:00:00,13.22,NA,6.14,53.9,48.44,7
"25477",2024-02-16 08:15:00,13.21,NA,5.57,53.9,52.77,7
"25478",2024-02-16 08:30:00,13.21,NA,5.5,53.9,49,7
"25479",2024-02-16 08:45:00,13.21,NA,6,53.9,50.88,7
"25480",2024-02-16 09:00:00,13.21,NA,5.27,53.8,48.97,7
"25481",2024-02-16 09:15:00,13.21,NA,5.4,53.8,48.16,7
"25482",2024-02-16 09:30:00,13.21,NA,5.39,53.8,49.52,7
"25483",2024-02-16 09:45:00,13.2,NA,6.05,53.8,48.55,7
"25484",2024-02-16 10:00:00,13.21,NA,5.96,53.8,50.02,7
"25485",2024-02-16 10:15:00,13.21,NA,6.13,53.8,49.16,7
"25486",2024-02-16 10:30:00,13.2,NA,5.64,53.8,50.91,6.9
"25487",2024-02-16 10:45:00,13.2,NA,5.46,53.8,46.66,7
"25488",2024-02-16 11:00:00,13.2,NA,5.45,53.8,52.47,6.9
"25489",2024-02-16 11:15:00,13.19,NA,5.58,53.8,51.91,6.9
"25490",2024-02-16 11:30:00,13.19,NA,6.53,53.8,53,6.9
"25491",2024-02-16 11:45:00,13.19,NA,6.19,53.9,51.9,6.9
"25492",2024-02-16 12:00:00,13.19,NA,5.9,53.9,49.09,6.9
"25493",2024-02-16 12:15:00,13.19,NA,6.08,53.9,48.3,6.9
"25494",2024-02-16 12:30:00,13.19,NA,5.59,53.9,49.02,6.9
"25495",2024-02-16 12:45:00,13.19,NA,5.5,53.9,48.78,6.9
"25496",2024-02-16 13:00:00,13.19,NA,5.98,54,46.24,6.9
"25497",2024-02-16 13:15:00,13.18,NA,6.31,54,48.73,7
"25498",2024-02-16 13:30:00,13.18,NA,5.91,54,48.34,6.9
"25499",2024-02-16 13:45:00,13.17,NA,6.31,54,47.13,7
"25500",2024-02-16 14:00:00,13.18,NA,6.88,54,51.67,7
"25501",2024-02-16 14:15:00,13.17,NA,6.03,54,47.97,7
"25502",2024-02-16 14:30:00,13.17,NA,6.16,54,50.95,7
"25503",2024-02-16 14:45:00,13.17,NA,5.6,54.1,47.04,7
"25504",2024-02-16 15:00:00,13.17,NA,5.79,54.1,48.51,7
"25505",2024-02-16 15:15:00,13.17,NA,5.69,54.1,47.4,7
"25506",2024-02-16 15:30:00,13.16,NA,6.52,54.1,47.1,7
"25507",2024-02-16 15:45:00,13.17,NA,6.01,54.1,45.8,7
"25508",2024-02-16 16:00:00,13.16,NA,6.79,54.2,49.04,7
"25509",2024-02-16 16:15:00,13.16,NA,6.44,54.2,50.96,7
"25510",2024-02-16 16:30:00,13.16,NA,6.74,54.2,50.79,7
"25511",2024-02-16 16:45:00,13.16,NA,6.63,54.3,46.82,7
"25512",2024-02-16 17:00:00,13.16,NA,6.76,54.3,48.57,7
"25513",2024-02-16 17:15:00,13.16,NA,6.4,54.3,48.11,7
"25514",2024-02-16 17:30:00,13.15,NA,6.44,54.3,48.19,7
"25515",2024-02-16 17:45:00,13.15,NA,6.3,54.4,46.72,6.9
"25516",2024-02-16 18:00:00,13.15,NA,6.66,54.4,45.59,6.9
"25517",2024-02-16 18:15:00,13.15,NA,7.1,54.4,45.8,6.9
"25518",2024-02-16 18:30:00,13.15,NA,7.72,54.4,48.85,6.9
"25519",2024-02-16 18:45:00,13.14,NA,6.75,54.4,46.24,6.9
"25520",2024-02-16 19:00:00,13.14,NA,6.73,54.4,49.68,6.9
"25521",2024-02-16 19:15:00,13.14,NA,6.82,54.4,46.68,6.9
"25522",2024-02-16 19:30:00,13.14,NA,7.4,54.4,47.52,6.9
"25523",2024-02-16 19:45:00,13.14,NA,6.6,54.4,45.8,6.9
"25524",2024-02-16 20:00:00,13.14,NA,7.04,54.4,49.2,6.9
"25525",2024-02-16 20:15:00,13.14,NA,6.83,54.4,50.29,6.9
"25526",2024-02-16 20:30:00,13.13,NA,6.94,54.4,46.72,6.9
"25527",2024-02-16 20:45:00,13.13,NA,7.81,54.4,48.22,6.9
"25528",2024-02-16 21:00:00,13.14,NA,6.25,54.4,45.27,6.9
"25529",2024-02-16 21:15:00,13.13,NA,6.25,54.4,46.57,6.9
"25530",2024-02-16 21:30:00,13.13,NA,6.88,54.4,48.46,6.9
"25531",2024-02-16 21:45:00,13.13,NA,7.05,54.4,48.24,6.9
"25532",2024-02-16 22:00:00,13.13,NA,5.93,54.4,46.66,6.9
"25533",2024-02-16 22:15:00,13.13,NA,6.94,54.4,47.17,6.9
"25534",2024-02-16 22:30:00,13.13,NA,6.17,54.4,44.37,6.9
"25535",2024-02-16 22:45:00,13.12,NA,7.17,54.4,47.96,6.8
"25536",2024-02-16 23:00:00,13.12,NA,6.29,54.4,47.78,6.8
"25537",2024-02-16 23:15:00,13.12,NA,6.31,54.4,45.06,6.8
"25538",2024-02-16 23:30:00,13.12,NA,6.61,54.4,44.84,6.8
"25539",2024-02-16 23:45:00,13.12,NA,7.27,54.4,44.47,6.8
"25540",2024-02-17,13.12,NA,7.73,54.4,45.94,6.8
"25541",2024-02-17 00:15:00,13.11,NA,6.13,54.4,45.23,6.8
"25542",2024-02-17 00:30:00,13.11,NA,6.73,54.4,43.78,6.8
"25543",2024-02-17 00:45:00,13.11,NA,6.78,54.3,45.41,6.8
"25544",2024-02-17 01:00:00,13.11,NA,6.21,54.3,48.49,6.8
"25545",2024-02-17 01:15:00,13.1,NA,6.26,54.3,48.99,6.8
"25546",2024-02-17 01:30:00,13.12,NA,7.17,54.3,48.92,6.8
"25547",2024-02-17 01:45:00,13.11,NA,7.42,54.3,48.18,6.8
"25548",2024-02-17 02:00:00,13.11,NA,6.62,54.3,47.11,6.8
"25549",2024-02-17 02:15:00,13.1,NA,7.15,54.2,47.01,6.8
"25550",2024-02-17 02:30:00,13.11,NA,7.34,54.2,44.35,6.8
"25551",2024-02-17 02:45:00,13.11,NA,6.99,54.2,44.53,6.8
"25552",2024-02-17 03:00:00,13.1,NA,6.27,54.2,43.78,6.8
"25553",2024-02-17 03:15:00,13.1,NA,5.9,54.2,46.79,6.8
"25554",2024-02-17 03:30:00,13.1,NA,6.27,54.2,45.14,6.8
"25555",2024-02-17 03:45:00,13.09,NA,7.67,54.2,44.98,6.8
"25556",2024-02-17 04:00:00,13.08,NA,7.58,54.1,44.65,6.7
"25557",2024-02-17 04:15:00,13.09,NA,6.54,54.1,46.19,6.7
"25558",2024-02-17 04:30:00,13.09,NA,6.13,54.1,44.64,6.7
"25559",2024-02-17 04:45:00,13.09,NA,6.15,54.1,43.74,6.7
"25560",2024-02-17 05:00:00,13.09,NA,6.62,54.1,45.62,6.7
"25561",2024-02-17 05:15:00,13.09,NA,7.07,54,47.94,6.7
"25562",2024-02-17 05:30:00,13.08,NA,8.2,54,44.4,6.7
"25563",2024-02-17 05:45:00,13.09,NA,5.57,54,45.15,6.7
"25564",2024-02-17 06:00:00,13.08,NA,7.84,54,44.72,6.7
"25565",2024-02-17 06:15:00,13.08,NA,5.81,54,42.55,6.7
"25566",2024-02-17 06:30:00,13.08,NA,6.44,54,43.03,6.7
"25567",2024-02-17 06:45:00,13.07,NA,6.99,53.9,46.43,6.7
"25568",2024-02-17 07:00:00,13.08,NA,6.66,53.9,45.08,6.7
"25569",2024-02-17 07:15:00,13.08,NA,6.96,53.9,44,6.7
"25570",2024-02-17 07:30:00,13.08,NA,6.64,53.9,43.51,6.7
"25571",2024-02-17 07:45:00,13.08,NA,6.3,53.8,45.76,6.6
"25572",2024-02-17 08:00:00,13.07,NA,6.35,53.8,45.38,6.6
"25573",2024-02-17 08:15:00,13.07,NA,6.43,53.8,45.48,6.6
"25574",2024-02-17 08:30:00,13.08,NA,6.23,53.8,44.29,6.6
"25575",2024-02-17 08:45:00,13.07,NA,6.47,53.8,46.05,6.6
"25576",2024-02-17 09:00:00,13.07,NA,7.35,53.8,41.85,6.6
"25577",2024-02-17 09:15:00,13.07,NA,6.39,53.8,41.95,6.6
"25578",2024-02-17 09:30:00,13.06,NA,8.27,53.7,41.35,6.6
"25579",2024-02-17 09:45:00,13.06,NA,6.94,53.7,43.44,6.6
"25580",2024-02-17 10:00:00,13.07,NA,6.18,53.7,41.86,6.6
"25581",2024-02-17 10:15:00,13.06,NA,6.07,53.7,43.67,6.6
"25582",2024-02-17 10:30:00,13.06,NA,7.02,53.7,44.15,6.6
"25583",2024-02-17 10:45:00,13.05,NA,6.9,53.7,43.58,6.6
"25584",2024-02-17 11:00:00,13.06,NA,6.75,53.7,42.16,6.6
"25585",2024-02-17 11:15:00,13.05,NA,7.62,53.7,45.92,6.6
"25586",2024-02-17 11:30:00,13.04,NA,6.54,53.7,42.29,6.6
"25587",2024-02-17 11:45:00,13.03,NA,6.33,53.7,43.66,6.6
"25588",2024-02-17 12:00:00,13.04,NA,6.83,53.7,46.32,6.6
"25589",2024-02-17 12:15:00,13.05,NA,6.93,53.7,43.82,6.6
"25590",2024-02-17 12:30:00,13.04,NA,6.61,53.7,43.59,6.6
"25591",2024-02-17 12:45:00,13.04,NA,7.27,53.7,45.47,6.6
"25592",2024-02-17 13:00:00,13.04,NA,7.15,53.7,42.8,6.6
"25593",2024-02-17 13:15:00,13.03,NA,6.51,53.7,44.48,6.6
"25594",2024-02-17 13:30:00,13.03,NA,6.77,53.7,43.43,6.6
"25595",2024-02-17 13:45:00,13.03,NA,7.52,53.7,43.88,6.7
"25596",2024-02-17 14:00:00,13.03,NA,6.55,53.7,42.62,6.7
"25597",2024-02-17 14:15:00,13.02,NA,6.82,53.7,40.8,6.7
"25598",2024-02-17 14:30:00,13.02,NA,7.65,53.7,44.74,6.7
"25599",2024-02-17 14:45:00,13.01,NA,6.98,53.8,45.49,6.7
"25600",2024-02-17 15:00:00,13.01,NA,7.14,53.8,42.1,6.7
"25601",2024-02-17 15:15:00,13.02,NA,7.04,53.8,44.35,6.7
"25602",2024-02-17 15:30:00,13.01,NA,6.39,53.8,43.06,6.8
"25603",2024-02-17 15:45:00,13.01,NA,7.52,53.8,41.67,6.8
"25604",2024-02-17 16:00:00,13.01,NA,8.47,53.8,43.97,6.8
"25605",2024-02-17 16:15:00,13,NA,6.95,53.8,41.86,6.8
"25606",2024-02-17 16:30:00,12.99,NA,7.83,53.9,45.17,6.9
"25607",2024-02-17 16:45:00,12.98,NA,7.8,53.9,40.13,6.9
"25608",2024-02-17 17:00:00,12.98,NA,7.17,53.9,44.7,7
"25609",2024-02-17 17:15:00,12.98,NA,6.88,53.9,42.97,7
"25610",2024-02-17 17:30:00,12.96,NA,7.82,53.9,44.04,7.1
"25611",2024-02-17 17:45:00,12.96,NA,9.01,53.9,44.06,7.1
"25612",2024-02-17 18:00:00,12.97,NA,7.72,53.9,44.05,7.2
"25613",2024-02-17 18:15:00,12.98,NA,6.7,53.9,41.52,7.2
"25614",2024-02-17 18:30:00,12.97,NA,8.17,53.9,44.44,7.3
"25615",2024-02-17 18:45:00,12.95,NA,7.7,53.9,46.81,7.3
"25616",2024-02-17 19:00:00,12.95,NA,7.66,53.9,46.79,7.4
"25617",2024-02-17 19:15:00,12.95,NA,7.11,53.9,48.65,7.4
"25618",2024-02-17 19:30:00,12.95,NA,7.55,53.9,48.79,7.5
"25619",2024-02-17 19:45:00,12.96,NA,8.57,53.9,44.43,7.6
"25620",2024-02-17 20:00:00,13.04,NA,8.63,53.9,44.99,7.6
"25621",2024-02-17 20:15:00,13.15,NA,7.36,53.9,46.38,7.7
"25622",2024-02-17 20:30:00,13.08,NA,6.91,53.9,44.18,7.7
"25623",2024-02-17 20:45:00,13.07,NA,7.4,53.9,45.88,7.8
"25624",2024-02-17 21:00:00,13.06,NA,7.01,53.9,45.51,7.8
"25625",2024-02-17 21:15:00,13.05,NA,9.96,53.9,45.41,7.8
"25626",2024-02-17 21:30:00,13.05,NA,7.98,53.8,46.58,7.9
"25627",2024-02-17 21:45:00,13.05,NA,8.03,53.8,45.13,8
"25628",2024-02-17 22:00:00,13.04,NA,7.71,53.8,46.8,8
"25629",2024-02-17 22:15:00,13.04,NA,7.62,53.8,46.23,8
"25630",2024-02-17 22:30:00,13.04,NA,6.92,53.8,43.63,8
"25631",2024-02-17 22:45:00,13.04,NA,7.22,53.8,44.55,8
"25632",2024-02-17 23:00:00,13.04,NA,8.84,53.8,46.71,8
"25633",2024-02-17 23:15:00,13.04,NA,8.02,53.8,49.18,8
"25634",2024-02-17 23:30:00,13.04,NA,7.69,53.8,45.97,8
"25635",2024-02-17 23:45:00,13.04,NA,7.64,53.8,44.85,8.1
"25636",2024-02-18,13.04,NA,7.57,53.8,46.21,8.1
"25637",2024-02-18 00:15:00,13.03,NA,8.46,53.8,48.12,8.1
"25638",2024-02-18 00:30:00,13.03,NA,9.25,53.8,50,8.1
"25639",2024-02-18 00:45:00,13.03,NA,6.61,53.7,49.43,8.2
"25640",2024-02-18 01:00:00,13.03,NA,7.22,53.7,50.56,8.2
"25641",2024-02-18 01:15:00,13.03,NA,7.04,53.7,51.82,8.2
"25642",2024-02-18 01:30:00,13.03,NA,7.68,53.7,50.81,8.2
"25643",2024-02-18 01:45:00,13.03,NA,9.11,53.6,54.27,8.3
"25644",2024-02-18 02:00:00,13.04,NA,7.77,53.6,50.86,8.3
"25645",2024-02-18 02:15:00,13.04,NA,8.71,53.6,51.41,8.3
"25646",2024-02-18 02:30:00,13.04,NA,8,53.6,53.45,8.3
"25647",2024-02-18 02:45:00,13.04,NA,7.14,53.6,51.22,8.3
"25648",2024-02-18 03:00:00,13.04,NA,8.8,53.5,55.79,8.3
"25649",2024-02-18 03:15:00,13.04,NA,9.2,53.5,48.94,8.3
"25650",2024-02-18 03:30:00,13.04,NA,7.67,53.5,49.08,8.3
"25651",2024-02-18 03:45:00,13.04,NA,8.6,53.4,50.14,8.3
"25652",2024-02-18 04:00:00,13.04,NA,6.97,53.4,49.18,8.3
"25653",2024-02-18 04:15:00,13.05,NA,7.77,53.4,54.3,8.3
"25654",2024-02-18 04:30:00,13.04,NA,8,53.4,53.34,8.3
"25655",2024-02-18 04:45:00,13.04,NA,7.58,53.4,48.4,8.3
"25656",2024-02-18 05:00:00,13.04,NA,7.72,53.3,50.92,8.3
"25657",2024-02-18 05:15:00,13.04,NA,9.09,53.3,47.85,8.2
"25658",2024-02-18 05:30:00,13.04,NA,8.62,53.3,48.25,8.2
"25659",2024-02-18 05:45:00,13.04,NA,7.09,53.3,46.39,8.2
"25660",2024-02-18 06:00:00,13.05,NA,6.71,53.2,52.66,8.2
"25661",2024-02-18 06:15:00,13.04,NA,7.6,53.2,46.86,8.2
"25662",2024-02-18 06:30:00,13.04,NA,8.19,53.2,47.04,8.2
"25663",2024-02-18 06:45:00,13.04,NA,7.87,53.2,50.84,8.2
"25664",2024-02-18 07:00:00,13.04,NA,8.12,53.1,49.62,8.2
"25665",2024-02-18 07:15:00,13.04,NA,7.11,53.1,46.41,8.2
"25666",2024-02-18 07:30:00,13.04,NA,8.41,53.1,47.46,8.2
"25667",2024-02-18 07:45:00,13.04,NA,6.73,53.1,46.4,8.1
"25668",2024-02-18 08:00:00,13.04,NA,7.86,53.1,46.56,8.1
"25669",2024-02-18 08:15:00,13.04,NA,7.05,53.1,45.86,8.1
"25670",2024-02-18 08:30:00,13.02,NA,6.5,53.1,50.13,8.1
"25671",2024-02-18 08:45:00,13.03,NA,7.16,53.1,48.16,8.1
"25672",2024-02-18 09:00:00,13.03,NA,7.38,53.1,50.33,8.1
"25673",2024-02-18 09:15:00,13.03,NA,6.53,53.1,46.65,8.1
"25674",2024-02-18 09:30:00,13.02,NA,7.62,53.1,47.58,8.1
"25675",2024-02-18 09:45:00,13.02,NA,7.11,53.2,48.33,8.1
"25676",2024-02-18 10:00:00,13.02,NA,7.64,53.2,49.76,8.1
"25677",2024-02-18 10:15:00,13.02,NA,7.44,53.2,48.97,8.1
"25678",2024-02-18 10:30:00,13.03,NA,6.73,53.3,51.24,8.1
"25679",2024-02-18 10:45:00,13.03,NA,6.58,53.4,48.66,8.1
"25680",2024-02-18 11:00:00,13.03,NA,7.17,53.4,44.68,8.1
"25681",2024-02-18 11:15:00,13.02,NA,6.58,53.5,48.44,8.1
"25682",2024-02-18 11:30:00,13.01,NA,7.26,53.6,43.46,8.1
"25683",2024-02-18 11:45:00,13,NA,6.53,53.6,45.39,8.1
"25684",2024-02-18 12:00:00,13,NA,7.51,53.7,46.77,8.1
"25685",2024-02-18 12:15:00,13,NA,7.55,53.8,43.43,8.1
"25686",2024-02-18 12:30:00,13,NA,7.05,53.8,44.73,8.1
"25687",2024-02-18 12:45:00,12.99,NA,8.09,53.9,46.67,8.1
"25688",2024-02-18 13:00:00,12.99,NA,8.05,54,43.62,8.1
"25689",2024-02-18 13:15:00,12.98,NA,7,54.1,46.12,8.1
"25690",2024-02-18 13:30:00,12.98,NA,7.46,54.2,47.53,8.1
"25691",2024-02-18 13:45:00,12.97,NA,7.96,54.3,42.31,8.1
